                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    305,                  0.623,                0.67491,                0.94695,                0.50172,                0.31129,                0.33048,                0.22879,                 1.4845,                 2.1581,                 1.6089,             9.4743e-05,             9.4743e-05,             9.4743e-05
                    306,                0.65838,                0.70019,                0.96697,                0.47711,                0.34031,                0.33435,                0.22716,                 1.4991,                 2.1415,                 1.6291,             9.4272e-05,             9.4272e-05,             9.4272e-05
                    307,                0.67099,                0.70874,                0.96028,                0.47146,                0.34855,                0.33337,                0.22862,                 1.5033,                 2.1523,                 1.6258,             9.3801e-05,             9.3801e-05,             9.3801e-05
                    308,                0.65038,                0.71841,                0.97616,                0.49385,                0.32294,                 0.3352,                0.23173,                  1.503,                 2.1465,                 1.6127,             9.3329e-05,             9.3329e-05,             9.3329e-05
                    309,                0.63547,                0.70328,                0.95641,                0.60348,                  0.288,                0.32309,                0.22084,                 1.5029,                 2.1538,                 1.6287,             9.2858e-05,             9.2858e-05,             9.2858e-05
                    310,                0.64182,                0.68853,                0.95728,                0.62233,                0.28578,                0.32313,                0.22116,                 1.4877,                 2.1564,                 1.6273,             9.2387e-05,             9.2387e-05,             9.2387e-05
                    311,                0.65277,                0.68974,                0.96795,                0.52713,                0.29815,                0.32277,                0.22777,                 1.4864,                 2.1475,                  1.616,             9.1916e-05,             9.1916e-05,             9.1916e-05
                    312,                 0.6301,                0.67863,                0.94067,                0.50884,                0.32163,                 0.3285,                0.22395,                 1.4949,                 2.1903,                 1.6119,             9.1444e-05,             9.1444e-05,             9.1444e-05
                    313,                0.61864,                0.67391,                0.94394,                0.51388,                0.32568,                0.32806,                0.22463,                 1.4934,                 2.2059,                 1.6137,             9.0973e-05,             9.0973e-05,             9.0973e-05
                    314,                0.63323,                0.68022,                0.95646,                0.48261,                0.32682,                0.32524,                0.21886,                 1.5117,                 2.2028,                 1.6368,             9.0502e-05,             9.0502e-05,             9.0502e-05
                    315,                0.67108,                0.70654,                0.97015,                0.53691,                0.30838,                0.32945,                0.22301,                 1.5267,                 2.1789,                 1.6472,             9.0031e-05,             9.0031e-05,             9.0031e-05
                    316,                0.65368,                0.72898,                0.97936,                0.55422,                 0.3231,                0.33198,                0.22786,                 1.5389,                 2.1948,                 1.6608,             8.9559e-05,             8.9559e-05,             8.9559e-05
                    317,                 0.6256,                0.67969,                0.95773,                0.50083,                0.32251,                0.32939,                0.22751,                 1.5326,                 2.2063,                 1.6482,             8.9088e-05,             8.9088e-05,             8.9088e-05
                    318,                0.61465,                0.67622,                0.96169,                0.55659,                0.31237,                0.33131,                0.23158,                 1.5233,                  2.186,                 1.6445,             8.8617e-05,             8.8617e-05,             8.8617e-05
                    319,                0.62869,                0.67762,                0.95746,                0.51311,                0.31466,                0.33468,                0.23194,                 1.5177,                 2.1966,                 1.6406,             8.8146e-05,             8.8146e-05,             8.8146e-05
                    320,                0.63774,                0.68957,                0.97316,                0.50875,                0.31046,                0.32765,                0.22748,                 1.5296,                 2.2197,                 1.6467,             8.7674e-05,             8.7674e-05,             8.7674e-05
                    321,                0.61422,                0.67882,                0.96098,                0.49513,                 0.3155,                0.33486,                0.23086,                 1.5495,                 2.2162,                 1.6648,             8.7203e-05,             8.7203e-05,             8.7203e-05
                    322,                0.61287,                0.68327,                0.97224,                0.49553,                0.31547,                0.33288,                0.22781,                 1.5634,                 2.2115,                 1.6706,             8.6732e-05,             8.6732e-05,             8.6732e-05
                    323,                0.61137,                0.68812,                0.95333,                0.50279,                0.31752,                0.33964,                0.23196,                 1.5443,                 2.2117,                 1.6443,             8.6261e-05,             8.6261e-05,             8.6261e-05
                    324,                 0.6285,                0.68767,                0.95841,                0.50464,                0.31643,                0.32845,                0.22422,                 1.5102,                 2.2182,                 1.6172,             8.5789e-05,             8.5789e-05,             8.5789e-05
                    325,                0.64443,                0.71085,                0.97874,                0.52879,                 0.3094,                0.32236,                 0.2222,                 1.5101,                 2.2327,                 1.6323,             8.5318e-05,             8.5318e-05,             8.5318e-05
                    326,                0.62144,                0.68544,                0.95823,                0.52827,                0.30821,                0.32505,                0.22265,                 1.5265,                 2.2329,                  1.661,             8.4847e-05,             8.4847e-05,             8.4847e-05
                    327,                0.63618,                0.69097,                0.96253,                0.50997,                0.31212,                0.32382,                0.22468,                 1.5173,                 2.2285,                 1.6495,             8.4376e-05,             8.4376e-05,             8.4376e-05
                    328,                0.61944,                0.67465,                0.94403,                0.56677,                 0.3077,                0.32128,                0.22021,                 1.4781,                 2.2437,                 1.6154,             8.3905e-05,             8.3905e-05,             8.3905e-05
                    329,                0.62095,                0.68673,                0.97155,                 0.5583,                0.29596,                0.31823,                0.22328,                 1.4525,                 2.2212,                 1.6029,             8.3433e-05,             8.3433e-05,             8.3433e-05
                    330,                0.59617,                0.66599,                0.95783,                0.57754,                0.29331,                0.31935,                0.21898,                 1.4715,                 2.1969,                 1.6246,             8.2962e-05,             8.2962e-05,             8.2962e-05
                    331,                0.62678,                0.69144,                0.94965,                0.57459,                0.29671,                0.32302,                0.22124,                 1.4983,                 2.2009,                 1.6461,             8.2491e-05,             8.2491e-05,             8.2491e-05
                    332,                0.62441,                0.68967,                 0.9704,                0.58245,                0.29987,                0.33623,                0.23206,                 1.4821,                 2.2214,                 1.6105,              8.202e-05,              8.202e-05,              8.202e-05
                    333,                0.62992,                0.67424,                0.96098,                0.58277,                0.30373,                0.33475,                0.23195,                 1.4728,                 2.2074,                 1.6019,             8.1548e-05,             8.1548e-05,             8.1548e-05
                    334,                0.64431,                0.69964,                0.96025,                0.57625,                0.30439,                0.33863,                0.23179,                  1.477,                  2.203,                  1.602,             8.1077e-05,             8.1077e-05,             8.1077e-05
                    335,                0.63207,                0.70326,                0.96918,                0.51658,                0.31403,                0.33971,                 0.2344,                 1.4883,                 2.2013,                 1.6079,             8.0606e-05,             8.0606e-05,             8.0606e-05
                    336,                0.60512,                0.66123,                 0.9496,                0.53198,                0.29564,                0.31772,                0.21809,                 1.4906,                 2.2118,                 1.6051,             8.0135e-05,             8.0135e-05,             8.0135e-05
                    337,                0.62039,                 0.6839,                0.96371,                0.49576,                 0.2956,                0.32362,                0.22362,                  1.496,                 2.2493,                  1.617,             7.9663e-05,             7.9663e-05,             7.9663e-05
                    338,                0.61175,                0.66453,                0.93946,                0.49707,                 0.3014,                0.32268,                0.22262,                 1.5102,                 2.2698,                  1.632,             7.9192e-05,             7.9192e-05,             7.9192e-05
                    339,                0.60725,                0.66067,                0.95368,                0.50014,                 0.3073,                 0.3227,                0.22304,                 1.5067,                 2.2776,                 1.6242,             7.8721e-05,             7.8721e-05,             7.8721e-05
                    340,                0.62578,                0.67898,                0.95873,                0.48334,                0.31001,                 0.3244,                0.22523,                  1.513,                  2.254,                  1.636,              7.825e-05,              7.825e-05,              7.825e-05
                    341,                0.62554,                0.67032,                0.96358,                0.46408,                0.33262,                0.33228,                 0.2287,                 1.5214,                 2.2267,                 1.6381,             7.7778e-05,             7.7778e-05,             7.7778e-05
                    342,                0.60129,                0.66512,                0.96385,                0.46343,                0.33795,                0.32515,                0.22624,                 1.5221,                 2.1957,                 1.6391,             7.7307e-05,             7.7307e-05,             7.7307e-05
                    343,                0.60545,                 0.6791,                0.97272,                0.46901,                 0.3407,                0.32485,                0.22627,                 1.5172,                 2.1674,                 1.6467,             7.6836e-05,             7.6836e-05,             7.6836e-05
                    344,                0.62522,                0.69125,                0.94998,                0.49207,                0.34431,                0.32367,                 0.2246,                 1.4962,                 2.1784,                 1.6283,             7.6365e-05,             7.6365e-05,             7.6365e-05
                    345,                0.62495,                0.69283,                0.96768,                0.49629,                0.34494,                 0.3229,                 0.2221,                 1.5017,                  2.193,                 1.6289,             7.5893e-05,             7.5893e-05,             7.5893e-05
                    346,                 0.6043,                0.66128,                0.95949,                0.51094,                0.32402,                0.31675,                 0.2211,                 1.5087,                 2.1853,                 1.6419,             7.5422e-05,             7.5422e-05,             7.5422e-05
                    347,                0.58625,                0.65817,                0.95288,                0.53256,                0.30804,                0.32717,                0.22997,                 1.5147,                 2.1932,                 1.6623,             7.4951e-05,             7.4951e-05,             7.4951e-05
                    348,                0.62502,                0.68224,                0.95555,                0.57818,                0.27613,                0.33201,                0.22909,                 1.5082,                 2.2269,                 1.6669,              7.448e-05,              7.448e-05,              7.448e-05
                    349,                0.60268,                0.65857,                0.94788,                0.46886,                0.35094,                0.32714,                0.22651,                 1.5008,                 2.2389,                 1.6467,             7.4008e-05,             7.4008e-05,             7.4008e-05
                    350,                0.59805,                 0.6519,                0.95101,                0.47334,                 0.3574,                0.32777,                 0.2255,                 1.4971,                 2.2253,                 1.6423,             7.3537e-05,             7.3537e-05,             7.3537e-05
                    351,                0.61585,                0.67138,                0.96526,                 0.4644,                0.35047,                0.32874,                0.22617,                 1.5063,                 2.2052,                  1.647,             7.3066e-05,             7.3066e-05,             7.3066e-05
                    352,                0.60632,                 0.6623,                0.94753,                0.47798,                0.33525,                0.32703,                 0.2257,                 1.4819,                 2.1923,                 1.6198,             7.2595e-05,             7.2595e-05,             7.2595e-05
                    353,                0.62586,                0.66076,                0.94602,                0.50319,                0.31327,                0.34116,                0.23245,                 1.4628,                 2.1879,                 1.5953,             7.2124e-05,             7.2124e-05,             7.2124e-05
                    354,                0.62667,                0.66749,                0.95379,                0.51342,                0.31131,                0.34215,                0.23772,                  1.465,                 2.1883,                 1.6038,             7.1652e-05,             7.1652e-05,             7.1652e-05
                    355,                0.60193,                0.64899,                0.95111,                0.49699,                 0.3267,                 0.3467,                0.23942,                 1.4596,                 2.1563,                  1.634,             7.1181e-05,             7.1181e-05,             7.1181e-05
                    356,                0.61777,                0.67399,                0.96346,                0.46332,                0.38434,                0.34095,                 0.2298,                 1.4935,                 2.1432,                 1.6643,              7.071e-05,              7.071e-05,              7.071e-05
                    357,                0.63087,                0.66258,                0.94855,                0.47618,                 0.3443,                0.33797,                0.22958,                 1.4898,                 2.1454,                  1.647,             7.0239e-05,             7.0239e-05,             7.0239e-05
                    358,                0.60082,                0.64155,                0.94397,                0.50531,                0.31947,                0.33562,                 0.2299,                 1.4783,                 2.1797,                 1.6226,             6.9767e-05,             6.9767e-05,             6.9767e-05
                    359,                 0.5934,                0.63262,                0.94611,                0.52077,                0.30826,                0.33942,                0.23215,                 1.4809,                  2.194,                  1.623,             6.9296e-05,             6.9296e-05,             6.9296e-05
                    360,                 0.5948,                0.65133,                0.94688,                0.52695,                0.30665,                0.33887,                0.22879,                 1.4891,                 2.2174,                  1.636,             6.8825e-05,             6.8825e-05,             6.8825e-05
                    361,                0.61369,                0.65121,                0.95189,                0.53262,                0.31757,                0.32801,                0.22137,                 1.4963,                 2.2245,                 1.6495,             6.8354e-05,             6.8354e-05,             6.8354e-05
                    362,                0.61254,                0.66568,                0.95483,                0.53074,                0.31806,                 0.3297,                0.22337,                 1.4866,                 2.2407,                 1.6234,             6.7882e-05,             6.7882e-05,             6.7882e-05
                    363,                0.63306,                0.67839,                0.96017,                0.56152,                0.31674,                0.32979,                0.22464,                 1.4968,                 2.2567,                 1.6165,             6.7411e-05,             6.7411e-05,             6.7411e-05
                    364,                0.61561,                0.64479,                0.93249,                0.53952,                0.32173,                0.33422,                0.22153,                 1.5023,                 2.2667,                 1.6181,              6.694e-05,              6.694e-05,              6.694e-05
                    365,                0.62089,                0.68045,                 0.9585,                0.54748,                0.32244,                0.33664,                0.22962,                  1.511,                 2.2661,                 1.6402,             6.6469e-05,             6.6469e-05,             6.6469e-05
                    366,                0.59582,                 0.6331,                 0.9287,                0.54696,                0.32231,                0.32519,                0.22259,                 1.5356,                 2.2597,                 1.6665,             6.5997e-05,             6.5997e-05,             6.5997e-05
                    367,                 0.5778,                0.62521,                0.93401,                0.56646,                0.31935,                0.32594,                0.22278,                 1.5284,                 2.2532,                 1.6548,             6.5526e-05,             6.5526e-05,             6.5526e-05
                    368,                0.61231,                0.65344,                0.94456,                0.53314,                0.31813,                0.32822,                0.22456,                 1.5138,                 2.2509,                 1.6481,             6.5055e-05,             6.5055e-05,             6.5055e-05
                    369,                0.59781,                0.65265,                0.96629,                0.50585,                0.32172,                0.33005,                0.22437,                 1.5223,                 2.2318,                 1.6577,             6.4584e-05,             6.4584e-05,             6.4584e-05
                    370,                0.58796,                0.62704,                0.95254,                0.48465,                0.33163,                0.33445,                0.22772,                 1.5336,                 2.2068,                  1.665,             6.4112e-05,             6.4112e-05,             6.4112e-05
                    371,                0.60716,                0.65699,                0.94774,                0.47748,                0.33752,                0.33484,                0.22865,                 1.5195,                 2.2066,                 1.6474,             6.3641e-05,             6.3641e-05,             6.3641e-05
                    372,                0.60187,                0.66237,                0.95946,                0.48421,                0.33551,                0.33901,                0.23575,                 1.4733,                 2.2133,                 1.5925,              6.317e-05,              6.317e-05,              6.317e-05
                    373,                0.56076,                0.63207,                0.93153,                0.47315,                0.35309,                0.34148,                0.23538,                 1.4627,                 2.2176,                 1.5902,             6.2699e-05,             6.2699e-05,             6.2699e-05
                    374,                0.57392,                0.64642,                0.94738,                 0.4715,                0.35513,                0.33972,                  0.236,                 1.4686,                 2.2134,                 1.5986,             6.2227e-05,             6.2227e-05,             6.2227e-05
                    375,                0.59578,                0.65523,                 0.9506,                0.45515,                0.36571,                0.33671,                0.23157,                 1.4857,                 2.2091,                 1.6174,             6.1756e-05,             6.1756e-05,             6.1756e-05
                    376,                0.60256,                0.63897,                0.95104,                0.46545,                0.35107,                0.34007,                0.23148,                 1.4747,                 2.2146,                  1.598,             6.1285e-05,             6.1285e-05,             6.1285e-05
                    377,                0.59951,                0.63377,                0.93946,                0.48293,                0.33381,                0.33757,                0.23471,                 1.4741,                 2.2217,                 1.5857,             6.0814e-05,             6.0814e-05,             6.0814e-05
                    378,                0.58815,                0.64425,                0.94271,                0.47267,                0.34447,                0.33642,                0.23259,                 1.4908,                 2.2285,                 1.6078,             6.0343e-05,             6.0343e-05,             6.0343e-05
                    379,                0.60269,                 0.6609,                0.94788,                0.44485,                0.36336,                0.33297,                0.23117,                 1.5024,                 2.2046,                 1.6333,             5.9871e-05,             5.9871e-05,             5.9871e-05
                    380,                0.59989,                0.64617,                0.93772,                 0.5734,                0.29212,                0.32696,                0.22586,                 1.5041,                 2.1781,                  1.654,               5.94e-05,               5.94e-05,               5.94e-05
                    381,                0.58824,                0.64474,                0.94381,                0.44657,                0.37346,                0.33009,                0.22972,                 1.4924,                 2.1827,                 1.6437,             5.8929e-05,             5.8929e-05,             5.8929e-05
                    382,                0.59517,                0.65447,                0.94374,                0.44979,                0.37605,                 0.3308,                0.22826,                 1.4998,                  2.181,                 1.6499,             5.8458e-05,             5.8458e-05,             5.8458e-05
                    383,                 0.6292,                0.68667,                0.97176,                 0.4487,                0.37359,                0.33217,                0.22915,                 1.5086,                 2.1834,                 1.6642,             5.7986e-05,             5.7986e-05,             5.7986e-05
                    384,                0.57995,                0.61761,                0.92553,                0.44785,                0.37603,                0.32932,                0.22832,                 1.4948,                  2.171,                 1.6591,             5.7515e-05,             5.7515e-05,             5.7515e-05
                    385,                0.57829,                0.62407,                0.94415,                0.52375,                0.31486,                0.32894,                0.23023,                 1.4756,                 2.1892,                  1.629,             5.7044e-05,             5.7044e-05,             5.7044e-05
                    386,                0.58723,                0.64055,                0.94816,                0.61544,                0.28221,                0.32627,                0.22799,                 1.4705,                 2.1959,                 1.6101,             5.6573e-05,             5.6573e-05,             5.6573e-05
                    387,                0.61633,                0.68072,                0.94938,                0.61448,                0.28287,                0.32609,                0.22563,                 1.4773,                 2.2064,                 1.6098,             5.6101e-05,             5.6101e-05,             5.6101e-05
                    388,                 0.5804,                0.63651,                 0.9517,                0.59808,                0.28485,                0.32546,                0.22514,                 1.4954,                 2.2017,                 1.6332,              5.563e-05,              5.563e-05,              5.563e-05
                    389,                0.60089,                0.64833,                0.95104,                0.60591,                 0.2814,                0.32394,                0.22353,                 1.5029,                 2.2045,                 1.6358,             5.5159e-05,             5.5159e-05,             5.5159e-05
                    390,                0.60705,                0.64715,                0.95219,                0.60821,                0.28123,                0.32323,                0.22386,                 1.5053,                 2.2083,                 1.6386,             5.4688e-05,             5.4688e-05,             5.4688e-05
                    391,                 0.6103,                0.66433,                0.95025,                0.60084,                0.29674,                0.32639,                0.22441,                 1.4915,                 2.2019,                 1.6256,             5.4216e-05,             5.4216e-05,             5.4216e-05
                    392,                 0.5973,                0.65222,                0.94653,                0.56683,                0.32257,                0.33807,                0.23215,                 1.4753,                 2.2092,                 1.6147,             5.3745e-05,             5.3745e-05,             5.3745e-05
                    393,                0.59512,                 0.6642,                 0.9526,                0.58574,                0.31418,                0.33992,                0.23385,                 1.4906,                 2.2138,                 1.6339,             5.3274e-05,             5.3274e-05,             5.3274e-05
                    394,                0.59939,                0.63867,                0.94594,                0.59583,                0.30686,                0.34044,                 0.2334,                 1.4913,                 2.2002,                 1.6389,             5.2803e-05,             5.2803e-05,             5.2803e-05
                    395,                 0.5812,                0.63366,                0.94298,                 0.5816,                0.31097,                0.33986,                0.23283,                   1.49,                 2.1993,                 1.6406,             5.2331e-05,             5.2331e-05,             5.2331e-05
                    396,                0.58086,                0.64275,                0.94692,                0.55886,                0.32435,                0.33853,                0.23513,                 1.4831,                 2.2163,                 1.6215,              5.186e-05,              5.186e-05,              5.186e-05
                    397,                0.58833,                0.61604,                0.92636,                0.55244,                0.32618,                0.33383,                0.23043,                 1.4718,                 2.2304,                 1.5993,             5.1389e-05,             5.1389e-05,             5.1389e-05
                    398,                 0.5738,                0.63263,                0.94569,                0.54934,                 0.3262,                0.33381,                0.22973,                 1.4789,                 2.2328,                 1.5942,             5.0918e-05,             5.0918e-05,             5.0918e-05
                    399,                0.57822,                0.63076,                0.93225,                0.51984,                0.33118,                0.33516,                0.22891,                 1.4869,                 2.2175,                 1.5992,             5.0446e-05,             5.0446e-05,             5.0446e-05
                    400,                0.57447,                0.63219,                0.93942,                0.44426,                 0.3411,                0.33482,                0.22912,                  1.502,                  2.221,                 1.6238,             4.9975e-05,             4.9975e-05,             4.9975e-05
                    401,                0.58131,                0.63783,                0.94992,                0.44106,                0.34558,                0.34465,                0.23317,                 1.5084,                 2.2233,                 1.6342,             4.9504e-05,             4.9504e-05,             4.9504e-05
                    402,                0.57168,                0.61642,                0.92897,                0.55139,                0.31949,                0.35033,                 0.2359,                 1.5034,                 2.2048,                 1.6348,             4.9033e-05,             4.9033e-05,             4.9033e-05
                    403,                0.58354,                0.63805,                0.94369,                0.54812,                0.31946,                0.35052,                0.23898,                 1.4962,                 2.1984,                 1.6285,             4.8562e-05,             4.8562e-05,             4.8562e-05
                    404,                0.56536,                0.60872,                0.92669,                0.45134,                0.36333,                0.34742,                0.23497,                 1.4916,                 2.1896,                 1.6266,              4.809e-05,              4.809e-05,              4.809e-05
                    405,                0.59768,                0.64738,                 0.9396,                 0.5642,                0.31792,                0.34807,                0.23826,                 1.5011,                 2.1934,                 1.6452,             4.7619e-05,             4.7619e-05,             4.7619e-05
                    406,                 0.5844,                0.62459,                0.93364,                0.57698,                0.30845,                0.33639,                0.23059,                 1.5111,                  2.188,                 1.6575,             4.7148e-05,             4.7148e-05,             4.7148e-05
                    407,                0.59758,                0.65804,                0.94886,                0.55375,                0.31355,                0.33314,                0.22883,                 1.5053,                 2.1855,                 1.6513,             4.6677e-05,             4.6677e-05,             4.6677e-05
                    408,                0.59923,                0.65816,                0.94152,                0.55896,                0.31109,                 0.3233,                0.22336,                 1.5005,                 2.1698,                 1.6497,             4.6205e-05,             4.6205e-05,             4.6205e-05
                    409,                0.61011,                0.64092,                0.94115,                0.55668,                0.30712,                0.32441,                0.22417,                 1.4973,                 2.1727,                 1.6432,             4.5734e-05,             4.5734e-05,             4.5734e-05
                    410,                0.57333,                0.61877,                0.93199,                0.58007,                 0.2828,                0.32549,                0.22395,                 1.4952,                 2.1674,                 1.6405,             4.5263e-05,             4.5263e-05,             4.5263e-05
                    411,                0.59437,                0.64052,                0.93994,                0.45517,                 0.3377,                0.32601,                0.22227,                 1.5021,                  2.173,                 1.6454,             4.4792e-05,             4.4792e-05,             4.4792e-05
                    412,                0.57787,                0.63222,                0.95174,                0.47146,                0.33564,                0.32405,                0.22131,                 1.4982,                 2.1722,                 1.6442,              4.432e-05,              4.432e-05,              4.432e-05
                    413,                0.56326,                 0.6316,                 0.9317,                0.52268,                0.30899,                0.31798,                0.21824,                 1.4899,                 2.1865,                 1.6412,             4.3849e-05,             4.3849e-05,             4.3849e-05
                    414,                0.56652,                0.61048,                0.92389,                0.54864,                0.30392,                0.31633,                 0.2167,                 1.4892,                 2.1966,                 1.6356,             4.3378e-05,             4.3378e-05,             4.3378e-05
                    415,                0.60704,                0.65883,                0.94221,                 0.5505,                0.31057,                0.32413,                0.22327,                 1.4997,                 2.2041,                 1.6483,             4.2907e-05,             4.2907e-05,             4.2907e-05
                    416,                0.59786,                0.64229,                0.94875,                0.48202,                 0.3378,                  0.322,                0.22106,                 1.5091,                 2.2125,                 1.6459,             4.2435e-05,             4.2435e-05,             4.2435e-05
                    417,                0.59148,                0.62902,                0.95181,                0.47896,                0.34065,                0.32129,                0.21988,                 1.5099,                 2.2201,                 1.6486,             4.1964e-05,             4.1964e-05,             4.1964e-05
                    418,                0.58894,                0.63463,                0.94607,                0.55302,                0.32806,                 0.3263,                  0.225,                 1.4993,                 2.2172,                  1.639,             4.1493e-05,             4.1493e-05,             4.1493e-05
                    419,                0.58593,                0.63102,                0.94889,                0.55638,                 0.3276,                0.32594,                 0.2262,                 1.4841,                 2.2045,                  1.621,             4.1022e-05,             4.1022e-05,             4.1022e-05
                    420,                0.57586,                 0.6287,                0.94561,                 0.5587,                 0.3237,                0.33926,                0.23313,                 1.4886,                 2.1906,                 1.6231,              4.055e-05,              4.055e-05,              4.055e-05
                    421,                0.56662,                0.61362,                0.93807,                0.56316,                 0.3181,                 0.3394,                0.23295,                 1.5129,                  2.196,                 1.6392,             4.0079e-05,             4.0079e-05,             4.0079e-05
                    422,                0.56775,                0.61179,                0.92897,                0.55803,                0.31762,                0.33726,                0.23194,                 1.5048,                 2.1996,                  1.623,             3.9608e-05,             3.9608e-05,             3.9608e-05
                    423,                0.58602,                0.63423,                0.94227,                0.55383,                0.31797,                0.33338,                0.22971,                 1.4961,                 2.2152,                 1.6154,             3.9137e-05,             3.9137e-05,             3.9137e-05
                    424,                0.57333,                 0.6166,                0.92773,                0.56153,                0.31698,                0.33332,                0.22991,                 1.4805,                 2.2045,                 1.6111,             3.8665e-05,             3.8665e-05,             3.8665e-05
                    425,                0.58838,                0.63568,                0.93971,                0.56894,                0.31492,                0.33516,                0.23119,                 1.4788,                 2.2076,                 1.6191,             3.8194e-05,             3.8194e-05,             3.8194e-05
                    426,                0.58847,                0.64991,                 0.9512,                 0.5703,                0.31468,                0.33377,                0.22829,                 1.4861,                 2.2046,                 1.6293,             3.7723e-05,             3.7723e-05,             3.7723e-05
                    427,                0.58168,                0.62052,                0.94817,                0.56639,                0.31084,                0.32411,                0.22313,                 1.4927,                 2.2113,                 1.6352,             3.7252e-05,             3.7252e-05,             3.7252e-05
                    428,                0.57577,                0.61454,                0.93469,                0.56428,                0.31427,                 0.3253,                0.22372,                 1.5107,                 2.2171,                 1.6466,             3.6781e-05,             3.6781e-05,             3.6781e-05
                    429,                0.59221,                0.63412,                 0.9432,                0.56851,                0.30714,                0.32639,                0.22547,                 1.5078,                 2.2198,                 1.6401,             3.6309e-05,             3.6309e-05,             3.6309e-05
                    430,                0.58583,                0.62949,                0.93948,                0.55814,                0.31896,                0.32601,                0.22333,                 1.5005,                 2.2153,                 1.6331,             3.5838e-05,             3.5838e-05,             3.5838e-05
                    431,                0.57182,                0.62609,                0.93647,                0.58308,                0.30219,                 0.3252,                0.22152,                 1.5019,                 2.2236,                  1.638,             3.5367e-05,             3.5367e-05,             3.5367e-05
                    432,                0.58726,                0.65267,                0.94577,                0.57907,                0.29442,                 0.3252,                0.22278,                 1.5034,                 2.2135,                 1.6512,             3.4896e-05,             3.4896e-05,             3.4896e-05
                    433,                0.57312,                0.63254,                0.94229,                  0.556,                0.32383,                0.32937,                0.22539,                 1.5013,                 2.2012,                 1.6479,             3.4424e-05,             3.4424e-05,             3.4424e-05
                    434,                0.59337,                0.63686,                 0.9337,                0.57898,                0.30653,                0.32781,                 0.2254,                 1.5015,                 2.1881,                 1.6397,             3.3953e-05,             3.3953e-05,             3.3953e-05
                    435,                0.58213,                0.62077,                0.93662,                0.57572,                0.30891,                0.32596,                0.22323,                 1.4962,                 2.1913,                 1.6263,             3.3482e-05,             3.3482e-05,             3.3482e-05
                    436,                0.55699,                0.61883,                0.93513,                0.55436,                0.32612,                0.33455,                0.22588,                 1.4862,                 2.2081,                 1.6102,             3.3011e-05,             3.3011e-05,             3.3011e-05
                    437,                0.58741,                0.64614,                0.95205,                 0.5725,                0.31293,                0.33426,                0.22585,                 1.4813,                 2.2128,                 1.6099,             3.2539e-05,             3.2539e-05,             3.2539e-05
                    438,                0.56738,                 0.6199,                0.92428,                0.55564,                 0.3193,                0.32355,                0.22381,                 1.4839,                 2.2147,                 1.6176,             3.2068e-05,             3.2068e-05,             3.2068e-05
                    439,                0.57257,                0.62005,                0.94203,                0.55393,                0.32827,                 0.3313,                 0.2284,                 1.4829,                 2.2259,                 1.6138,             3.1597e-05,             3.1597e-05,             3.1597e-05
                    440,                0.58903,                0.62037,                0.94544,                0.53923,                 0.3198,                0.33738,                0.22744,                 1.4867,                 2.2208,                 1.6189,             3.1126e-05,             3.1126e-05,             3.1126e-05
                    441,                0.58226,                  0.623,                0.93971,                0.54343,                0.32366,                0.33716,                0.22448,                 1.4815,                 2.2207,                 1.6167,             3.0654e-05,             3.0654e-05,             3.0654e-05
                    442,                  0.574,                0.63103,                0.94287,                0.54308,                0.32208,                0.33756,                0.22646,                 1.4812,                 2.2271,                 1.6165,             3.0183e-05,             3.0183e-05,             3.0183e-05
                    443,                0.57229,                0.61131,                0.93003,                0.54677,                  0.322,                0.33816,                0.22902,                 1.4743,                 2.2307,                  1.609,             2.9712e-05,             2.9712e-05,             2.9712e-05
                    444,                0.55772,                0.60434,                0.93784,                0.55787,                0.31661,                0.33844,                0.23024,                  1.473,                 2.2255,                 1.6109,             2.9241e-05,             2.9241e-05,             2.9241e-05
                    445,                0.58077,                0.64136,                0.95481,                  0.575,                0.31473,                0.33765,                0.22774,                 1.4722,                 2.2178,                 1.6169,             2.8769e-05,             2.8769e-05,             2.8769e-05
                    446,                0.56136,                0.61209,                0.93382,                0.57683,                0.31474,                0.33797,                0.22865,                 1.4821,                 2.2189,                 1.6282,             2.8298e-05,             2.8298e-05,             2.8298e-05
                    447,                0.58166,                0.64614,                0.94871,                0.57814,                0.31475,                0.33758,                0.22814,                 1.4876,                 2.2131,                  1.635,             2.7827e-05,             2.7827e-05,             2.7827e-05
                    448,                0.57431,                0.63442,                0.93359,                0.54032,                0.32919,                0.33661,                0.22825,                 1.4902,                 2.2135,                 1.6333,             2.7356e-05,             2.7356e-05,             2.7356e-05
                    449,                0.56963,                0.64045,                0.95452,                0.57515,                0.29616,                0.33575,                0.22808,                 1.4899,                 2.2042,                 1.6288,             2.6884e-05,             2.6884e-05,             2.6884e-05
                    450,                0.55564,                0.61264,                0.93561,                0.56578,                0.30349,                0.33776,                0.22968,                   1.49,                 2.1979,                  1.625,             2.6413e-05,             2.6413e-05,             2.6413e-05
                    451,                0.57449,                0.61924,                0.93884,                0.52999,                0.32889,                0.33865,                 0.2301,                 1.4913,                  2.192,                 1.6298,             2.5942e-05,             2.5942e-05,             2.5942e-05
